breadcrumbs,image_url,brand,product_name,listing_price,offer_price,discount,product_id,sizes,description,other_images
"Men,Lemaire,Shoes,Loafers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/29/P00491638.jpg,Lemaire,Grained leather slip-on shoes,€ 379,,,P00491638,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45","In a slip-on silhouette inspired by traditional Tai Chi shoes, these black Lemaire slippers are made from grained leather with a square toe, and leather piping throughout.upper: calf leather lining: leather sole: leather insole, rubber sole almond toe Made in Portugal Designer colour name: Black True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/29/P00491638_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/29/P00491638_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/29/P00491638_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/29/P00491638_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/29/P00491638_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/29/P00491638_d4.jpg"
"Men,Tom Ford,Shoes,Sneakers,Sports sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/45/P00596860.jpg,Tom Ford,Jago mesh sneakers,€ 635,,,P00596860,"UK_ 6,EU 39,UK_ 7,EU 40,UK_ 8,EU 41,UK_ 9,EU 42,UK_ 10,EU 43,UK_ 11,EU 44,UK_ 12,EU 45,UK_ 13,EU 46,UK_ 14,EU 47","Tom Ford crafts its Jago mesh sneakers from nylon and finishes them with a sock opening for optimum comfort. Built atop tonal rubber soles -engineered through an artisanal injection technique- they look ultimately sleek.upper: fabric lining: leather trim: calf leather sole: leather insole, rubber sole round toe lace-up Made in Italy comes with a box comes with dust bags comes with extra laces Designer colour name: Full Black True to size Half sizes please take the next size down UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/45/P00596860_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/45/P00596860_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/45/P00596860_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/45/P00596860_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/45/P00596860_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/45/P00596860_d4.jpg"
"Men,Givenchy,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5f/P00634709.jpg,Givenchy,City 4G jacquard sneakers,€ 445,€ 500,,P00634709,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","The City sneakers from Givenchy fuse clean lines with a casual aesthetic. The low-top design is decked out with brand signatures, including 4G jacquard uppers, outsole metal logo plaques, and debossed 4G tongue detailing.upper: fabric lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Black/White True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5f/P00634709_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5f/P00634709_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5f/P00634709_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5f/P00634709_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5f/P00634709_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5f/P00634709_d4.jpg"
"Men,Maison Margiela,Shoes,Derby shoes",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/bf/P00529789.jpg,Maison Margiela,Tabi leather Derby shoes,€ 715,,,P00529789,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","Adapting Maison Margiela's iconic Tabi silhouette for formal wear, these sleek Derby shoes are made in Italy from smooth black leather, rest on stack leather heels, and feature the brand's signature split-toe design.upper: calf leather lining: leather sole: leather insole and sole square toe lace-up Made in Italy Designer colour name: Black True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/bf/P00529789_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/bf/P00529789_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/bf/P00529789_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/bf/P00529789_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/bf/P00529789_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/bf/P00529789_d4.jpg"
"Men,John Lobb,Shoes,Boots,Chelsea boots",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/00/P00471734.jpg,John Lobb,Lawry suede boot,"€ 1,389",,,P00471734,"UK_ 6,EU 40,UK_ 6.5,EU 40,5,UK_ 7,EU 41,UK_ 7.5,EU 41,5,UK_ 8,EU 42,UK_ 8.5,EU 42,5,UK_ 9,EU 43,UK_ 9.5,EU 43,5,UK_ 10,EU 44,UK_ 10.5,EU 44,5,UK_ 11,EU 45,UK_ 12,EU 46","In a classic Chelsea silhouette, these dark brown boots from John Lobb are expertly crafted in the United Kingdom, featuring elasticated panels on each side, and textured textile pull tabs at the back.upper: leather lining: leather sole: leather insole and sole round toe elasticated sides Made in the UK Designer colour name: Dark Brown True to size UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/00/P00471734_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/00/P00471734_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/00/P00471734_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/00/P00471734_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/00/P00471734_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/00/P00471734_d4.jpg"
"Men,Dolce&Gabbana,Shoes,Loafers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/64/P00512376.jpg,Dolce&Gabbana,Flexible leather loafers,€ 535,,,P00512376,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Made from smooth black leather, these Italian-designed loafers from Dolce & Gabbana have a flexible, elasticated heel counter and feature a logo plaque on the penny strap.upper: calf leather lining: leather sole: fabric insole, leather sole round toe Made in Italy Designer colour name: Nero True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/64/P00512376_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/64/P00512376_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/64/P00512376_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/64/P00512376_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/64/P00512376_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/64/P00512376_d4.jpg"
"Men,Christian Louboutin,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f5/P00483705.jpg,Christian Louboutin,Louis Junior Spikes sneakers,€ 702,,,P00483705,"EU_ 39,EU_ 40,EU_ 41,EU_ 41.5,EU_ 42,EU_ 42.5,EU_ 43,EU_ 43.5,EU_ 44,EU_ 44.5,EU_ 45,EU_ 46,EU_ 47","In a sleek white silhouette crafted from smooth leather, these sneakers from Christian Louboutin feature small spikes on the toe box.upper: leather sole: leather insole, rubber sole almond toe lace-up Made in Italy Designer colour name: White/White True to size European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f5/P00483705_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f5/P00483705_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f5/P00483705_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f5/P00483705_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f5/P00483705_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f5/P00483705_d4.jpg"
"Men,Birkenstock Men,Shoes,Sandals & slides",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5f/P00592964.jpg,Birkenstock Men,Boston suede mules,€ 119,,,P00592964,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","Featuring suede uppers with shearling lining in black, these BIRKENSTOCK Men mules have a molded cork midsole for a comfortable and lightweight step.upper: shearling lining: shearling sole: shearling insole, rubber sole round toe Made in Germany Designer colour name: Schwarz True to size Half sizes please take the next size up European sizes Birkenstock width: normal feet","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5f/P00592964_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5f/P00592964_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5f/P00592964_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5f/P00592964_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5f/P00592964_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5f/P00592964_d4.jpg"
"Men,Balenciaga,Shoes,Sneakers,Low-Top",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d2/P00655748.jpg,Balenciaga,Defender mesh sneakers,€ 995,,,P00655748,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Innovative footwear is Balenciaga's specialty, as evidenced by the brand's latest drop of Defender sneakers. Designed with a worn-out effect, this pair has an extreme 15mm arch and a tire tread sole.upper: fabric, rubber lining: fabric sole: fabric insole, rubber sole round toe lace-up Made in China comes with dust bag  comes with a box Designer colour name: Black True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d2/P00655748_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d2/P00655748_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d2/P00655748_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d2/P00655748_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d2/P00655748_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d2/P00655748_d4.jpg"
"Men,Balenciaga,Shoes,Sandals & slides",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f7/P00444559.jpg,Balenciaga,Pool logo rubber slides,€ 310,,,P00444559,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","With a molded footbed for added comfort, these black rubber pool slides from Balenciaga have a slip-on design with the logo in contrasting white.round open toe Made in Italy Designer colour name: Black White Upper: rubber Lining: rubber Rubber insole and sole True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f7/P00444559_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f7/P00444559_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f7/P00444559_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f7/P00444559_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f7/P00444559_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f7/P00444559_d4.jpg"
"Men,Lanvin,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/33/P00442366.jpg,Lanvin,Running bumper sneakers,€ 379,€ 449,,P00442366,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Sporting eye-catching washed detailing on the laces and sole, these low-top sneakers from Lanvin are finished with the JL logo on the side.upper: polyester trim: calf leather sole: leather insole, rubber sole almond toe lace-up Made in Portugal comes with a box Designer colour name: Burgundy  True to size Half sizes please take the next size down European sizes 4,5cm-2"" heel (size EU 42)  ","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/33/P00442366_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/33/P00442366_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/33/P00442366_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/33/P00442366_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/33/P00442366_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/33/P00442366_d4.jpg"
"Men,Burberry,Shoes,Slippers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/44/P00623711.jpg,Burberry,Checked slippers,€ 415,,,P00623711,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Featuring Burberry's signature check motif, these  slippers are made from quilted fabric with soft wool linings.upper: fabric lining: fabric trim: calf leather sole: leather insole, rubber sole round toe Made in Italy comes with dust bag  comes with a box Designer colour name: Birch Brown Ip Chk  True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/44/P00623711_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/44/P00623711_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/44/P00623711_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/44/P00623711_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/44/P00623711_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/44/P00623711_d4.jpg"
"Men,Christian Louboutin,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d2/P00480136.jpg,Christian Louboutin,Louis sneakers,€ 702,,,P00480136,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","In a sleek black silhouette, these minimal sneakers from Christian Louboutin are Italian-made from smooth leather.upper: calf leather lining: leather round toe lace-up Made in Italy Designer colour name: Black/Black Sole : Thermoplastic polyurethane Inside sole : leather True to size Slightly narrow Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d2/P00480136_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d2/P00480136_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d2/P00480136_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d2/P00480136_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d2/P00480136_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d2/P00480136_d4.jpg"
"Men,Balenciaga,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/47/P00655743.jpg,Balenciaga,Track.3 sneakers,€ 795,,,P00655743,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","The multi-layered mesh uppers of these black Balenciaga sneakers are made from over 170 panels. They have distressed detailing and scuffed rubber soles.upper: fabric lining: fabric sole: fabric insole, rubber sole round toe lace-up Made in China comes with extra laces comes with dust bag  comes with a box Designer colour name: Black/White True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/47/P00655743_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/47/P00655743_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/47/P00655743_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/47/P00655743_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/47/P00655743_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/47/P00655743_d4.jpg"
"Men,Berluti,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9a/P00481411.jpg,Berluti,Shadow Knit sneakers,"€ 1,070",,,P00481411,"UK_ 5,EU 39,UK_ 6,EU 40,UK_ 7,EU 41,UK_ 8,EU 42,UK_ 9,EU 43,UK_ 10,EU 44,UK_ 11,EU 45,UK_ 12,EU 46","With brown leather details, these navy sneakers from Berluti are made from a lightweight knit construction with an embroidered logo on the upper, and embossed branding on the tongue.upper: leather, fabric lining: fabric sole: fabric insole, rubber sole round toe lace-up Made in Italy Designer colour name: Navy True to size Half sizes please take the next size up UK sizes 2,5cm-1"" platform (size EU 38)   4,5cm-2"" wedge heel (size EU 38)  ","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9a/P00481411_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9a/P00481411_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9a/P00481411_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9a/P00481411_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9a/P00481411_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9a/P00481411_d4.jpg"
"Men,Dolce&Gabbana,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/54/P00448385.jpg,Dolce&Gabbana,Low-top leather sneakers with logo,€ 450,,,P00448385,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Featuring an embroidered emblem on the side, these white lace-up sneakers from Dolce & Gabbana are complete with logos on the tongue and a contrasting golden heel.upper: leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: White True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/54/P00448385_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/54/P00448385_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/54/P00448385_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/54/P00448385_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/54/P00448385_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/54/P00448385_d4.jpg"
"Men,Balenciaga,Shoes,Sandals & slides",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00636451.jpg,Balenciaga,Political Campaign Furry slides,€ 550,,,P00636451,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","Made in Italy with furry fabric uppers, these Balenciaga slides come in black and are embroidered with the label's Political Campaign logo.upper: fabric lining: fabric sole: fabric insole, rubber sole round open toe Made in Italy Designer colour name: Black/White/Red True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00636451_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00636451_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00636451_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00636451_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00636451_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00636451_d4.jpg"
"Men,Maison Margiela,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/19/P00492582.jpg,Maison Margiela,Replica Vintage sneakers,€ 350,,,P00492582,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","This update to Maison Margiela's iconic Replica sneakers sees the sleek silhouette in a white and grey shade with leather uppers, suede trims and distressed rubber soles for a vintage feel.upper: leather, fabric lining: leather sole: leather insole, rubber sole round toe lace-up Designer colour name: Off White Honey Sole True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/19/P00492582_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/19/P00492582_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/19/P00492582_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/19/P00492582_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/19/P00492582_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/19/P00492582_d4.jpg"
"Men,Balenciaga,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/62/P00636509.jpg,Balenciaga,Track sneakers,€ 795,,,P00636509,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","First introduced in 2018, the multi-layered, leather, and mesh uppers of these grey Balenciaga sneakers are made with a double lace-up design, set on chunky rubber soles.upper: fabric, polyurethane, polyester lining: fabric sole: fabric insole, rubber sole round toe lace-up Designer colour name: Recycled Medium Grey Made in China comes with extra laces True to size Half sizes please take the next size up European sizes 6cm-2.5"" heel (size EU 42)  ","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/62/P00636509_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/62/P00636509_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/62/P00636509_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/62/P00636509_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/62/P00636509_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/62/P00636509_d4.jpg"
